customer_id,tenure_months,monthly_charge,contract_type,payment_method,autopay,support_tickets_90d,weekly_usage_hours,num_products,late_payments_12m,discount_active,satisfaction_score,region,churn
CUST-03657,38,41.92,Monthly,Credit Card,Yes,1,16.9,1,0,No,4,Northeast,0
CUST-03658,67,83.36,Monthly,Debit Card,Yes,3,4.2,4,1,Yes,4,Northeast,0
CUST-03659,25,57.53,Annual,Debit Card,No,0,3.8,2,2,No,4,West,0
CUST-03660,36,55.14,Monthly,Credit Card,Yes,1,9.7,3,0,No,4,Midwest,0
CUST-03661,41,47.28,Monthly,Credit Card,Yes,1,3.3,3,0,No,3,West,0
CUST-03662,34,96.03,Monthly,PayPal,Yes,1,12.9,1,0,Yes,5,South,1
CUST-03663,70,75.49,Monthly,Debit Card,No,0,11.1,2,0,Yes,5,West,0
CUST-03664,70,39.02,Annual,Debit Card,No,4,8.2,3,1,No,2,West,0
CUST-03665,37,47.07,Annual,Credit Card,Yes,0,12.6,2,0,Yes,4,South,0
CUST-03666,33,48.14,Two-Year,Bank Transfer,Yes,1,12.4,1,0,No,5,Northeast,0
CUST-03667,43,54.63,Annual,Credit Card,No,1,4.5,3,1,No,4,South,0
CUST-03668,14,39.38,Annual,Debit Card,Yes,3,3.8,2,1,Yes,4,South,0
CUST-03669,31,59.9,Monthly,Credit Card,Yes,3,7.7,4,0,No,5,Midwest,0
CUST-03670,16,78.14,Two-Year,PayPal,Yes,2,12.8,2,2,No,5,West,0
CUST-03671,11,28.35,Two-Year,Debit Card,Yes,1,4.4,2,3,No,4,West,0
CUST-03672,7,31.69,Annual,Debit Card,No,2,3.9,2,0,Yes,3,Northeast,0
CUST-03673,43,43.3,Annual,Bank Transfer,No,0,4.0,3,2,Yes,5,West,0
CUST-03674,1,44.14,Annual,PayPal,Yes,1,6.1,4,1,Yes,5,West,0
CUST-03675,47,87.97,Monthly,Debit Card,No,1,1.1,2,1,Yes,2,Northeast,0
CUST-03676,32,70.03,Two-Year,Debit Card,Yes,1,4.8,1,0,No,4,West,0
CUST-03677,27,69.0,Monthly,Bank Transfer,No,1,10.1,1,0,No,4,Northeast,0
CUST-03678,56,47.24,Monthly,Bank Transfer,Yes,1,12.7,1,1,Yes,2,South,0
CUST-03679,39,46.85,Monthly,PayPal,No,1,22.1,1,2,Yes,5,Midwest,0
CUST-03680,53,25.87,Annual,PayPal,No,1,7.5,2,1,No,5,Northeast,0
CUST-03681,52,66.07,Annual,Bank Transfer,No,3,5.6,1,1,Yes,2,Midwest,0
CUST-03682,3,60.84,Monthly,Bank Transfer,Yes,1,19.6,2,0,Yes,4,South,0
CUST-03683,16,75.15,Monthly,Credit Card,No,3,0.4,4,0,No,3,South,1
CUST-03684,42,48.21,Monthly,Bank Transfer,No,4,8.0,1,2,No,3,Midwest,0
CUST-03685,71,49.45,Monthly,PayPal,Yes,2,8.1,2,0,Yes,2,Northeast,1
CUST-03686,12,55.06,Monthly,PayPal,Yes,2,15.2,1,1,No,4,Northeast,0
CUST-03687,8,68.05,Annual,Debit Card,No,1,2.8,2,1,No,5,Northeast,0
CUST-03688,68,25.54,Monthly,Debit Card,No,3,8.4,3,0,No,4,Northeast,0
CUST-03689,70,65.25,Monthly,PayPal,No,0,3.5,1,0,Yes,3,South,0
CUST-03690,13,51.63,Monthly,PayPal,Yes,0,2.3,3,0,No,2,Midwest,0
CUST-03691,29,32.94,Monthly,Credit Card,No,2,4.6,1,0,No,2,Northeast,0
CUST-03692,46,14.48,Annual,PayPal,Yes,2,17.6,1,1,No,2,Midwest,0
CUST-03693,15,49.54,Monthly,Credit Card,Yes,4,2.8,1,1,No,4,West,0
CUST-03694,24,78.06,Monthly,Debit Card,No,2,6.1,1,1,No,5,Northeast,0
CUST-03695,29,82.14,Annual,PayPal,No,1,12.1,1,0,No,5,Northeast,0
CUST-03696,47,58.4,Monthly,PayPal,No,0,4.7,2,1,No,2,South,0
CUST-03697,23,87.32,Annual,Credit Card,Yes,1,21.9,1,1,Yes,2,Midwest,0
CUST-03698,30,51.23,Two-Year,Credit Card,Yes,2,7.8,3,0,Yes,4,Northeast,0
CUST-03699,21,69.16,Annual,Credit Card,No,3,2.6,1,1,No,4,South,0
CUST-03700,55,43.88,Two-Year,PayPal,Yes,1,4.5,1,1,Yes,3,West,0
CUST-03701,12,42.74,Monthly,Bank Transfer,No,1,2.7,2,0,No,5,South,0
CUST-03702,17,39.8,Monthly,PayPal,No,0,4.9,2,0,No,4,Northeast,0
CUST-03703,18,14.91,Monthly,PayPal,No,1,6.6,3,0,Yes,4,Midwest,0
CUST-03704,66,75.17,Monthly,Debit Card,No,3,12.2,3,1,No,5,South,1
CUST-03705,69,40.45,Monthly,Credit Card,Yes,4,24.3,2,1,No,3,West,0
CUST-03706,37,37.57,Monthly,Bank Transfer,Yes,1,6.8,4,1,No,4,West,0
CUST-03707,12,30.76,Monthly,Debit Card,No,4,11.2,1,1,No,5,Northeast,1
CUST-03708,55,48.32,Monthly,Credit Card,Yes,2,7.3,4,0,Yes,5,West,0
CUST-03709,36,83.74,Annual,Debit Card,No,1,4.3,2,0,No,1,West,0
CUST-03710,62,89.69,Monthly,PayPal,Yes,3,5.3,1,1,Yes,1,Northeast,1
CUST-03711,26,22.1,Monthly,Credit Card,No,1,16.7,2,0,No,4,West,0
CUST-03712,72,45.62,Monthly,Credit Card,Yes,2,5.9,2,1,No,1,Northeast,0
CUST-03713,59,33.38,Annual,PayPal,No,2,18.5,2,0,Yes,4,Northeast,0
CUST-03714,17,69.79,Monthly,Credit Card,Yes,1,8.2,1,1,Yes,5,West,0
CUST-03715,53,57.16,Annual,Debit Card,No,1,8.6,1,1,No,2,South,0
CUST-03716,21,40.54,Monthly,PayPal,No,0,14.9,2,0,Yes,1,West,1
CUST-03717,26,53.31,Monthly,Bank Transfer,Yes,1,9.0,2,1,Yes,4,South,0
CUST-03718,19,43.41,Two-Year,Debit Card,Yes,2,1.0,4,1,No,5,Midwest,0
CUST-03719,50,81.06,Monthly,Credit Card,Yes,2,4.9,4,0,No,4,Midwest,0
CUST-03720,19,61.85,Monthly,Debit Card,No,2,8.6,2,0,No,5,West,0
CUST-03721,46,64.06,Monthly,Credit Card,No,1,9.2,2,0,Yes,4,Northeast,0
CUST-03722,42,10.0,Monthly,Bank Transfer,No,2,9.0,2,0,Yes,3,Northeast,1
CUST-03723,55,50.8,Monthly,PayPal,Yes,2,7.5,3,0,Yes,3,West,0
CUST-03724,72,89.5,Monthly,Debit Card,Yes,1,8.4,2,1,Yes,4,South,0
CUST-03725,1,75.87,Monthly,PayPal,No,1,15.7,2,0,Yes,3,Midwest,1
CUST-03726,72,18.75,Two-Year,Debit Card,No,0,6.3,2,0,No,3,Northeast,0
CUST-03727,8,46.36,Monthly,Debit Card,Yes,2,7.5,3,1,Yes,3,Midwest,0
CUST-03728,38,30.37,Monthly,Bank Transfer,Yes,1,13.1,2,2,Yes,4,Northeast,0
CUST-03729,25,82.8,Annual,Credit Card,Yes,0,13.4,1,0,No,5,West,0
CUST-03730,47,56.4,Monthly,Credit Card,No,0,3.7,2,1,No,5,Midwest,0
CUST-03731,52,38.18,Two-Year,Bank Transfer,No,1,2.0,1,2,No,4,Midwest,0
CUST-03732,62,52.61,Monthly,Debit Card,No,2,11.8,1,0,Yes,3,Northeast,0
CUST-03733,29,10.0,Annual,Credit Card,No,5,9.9,2,0,Yes,4,South,0
CUST-03734,68,32.47,Two-Year,Credit Card,No,1,7.9,2,1,No,2,Northeast,0
CUST-03735,24,52.66,Monthly,Debit Card,Yes,2,12.4,4,0,No,4,South,0
CUST-03736,15,67.22,Annual,Debit Card,Yes,3,6.9,4,1,Yes,4,South,0
CUST-03737,28,17.06,Annual,Debit Card,Yes,1,9.7,2,1,No,3,South,0
CUST-03738,39,45.14,Annual,Credit Card,No,2,5.9,1,1,No,3,West,0
CUST-03739,49,70.17,Monthly,Debit Card,Yes,2,4.8,1,0,No,5,Midwest,0
CUST-03740,60,25.87,Monthly,PayPal,Yes,2,6.8,4,1,No,1,South,0
CUST-03741,17,56.13,Monthly,Bank Transfer,No,1,2.8,2,2,Yes,4,West,0
CUST-03742,22,53.19,Two-Year,PayPal,Yes,0,4.6,1,0,Yes,4,South,0
CUST-03743,68,82.86,Monthly,PayPal,Yes,1,7.7,2,1,Yes,4,South,0
CUST-03744,32,47.86,Monthly,PayPal,No,1,9.9,1,0,Yes,2,Northeast,0
CUST-03745,18,48.91,Two-Year,Credit Card,No,0,14.7,2,0,Yes,5,Midwest,0
CUST-03746,71,67.39,Monthly,Credit Card,Yes,2,7.5,3,0,No,4,Northeast,0
CUST-03747,33,28.13,Annual,Credit Card,Yes,1,4.8,2,0,No,4,Northeast,1
CUST-03748,71,48.02,Monthly,Debit Card,No,0,3.5,2,0,Yes,4,South,0
CUST-03749,67,43.8,Annual,Bank Transfer,No,0,14.1,1,0,No,2,West,0
CUST-03750,66,49.5,Monthly,Debit Card,No,1,8.6,1,0,No,4,West,0
CUST-03751,42,67.27,Monthly,Bank Transfer,Yes,3,7.3,1,1,Yes,5,South,1
CUST-03752,58,61.97,Monthly,Credit Card,Yes,2,8.8,2,2,No,3,West,0
CUST-03753,70,38.52,Monthly,Debit Card,Yes,1,12.5,1,0,Yes,4,South,0
CUST-03754,20,54.46,Monthly,Debit Card,Yes,1,17.1,2,1,No,3,Midwest,0
CUST-03755,3,78.83,Monthly,Credit Card,No,0,3.2,1,0,No,5,West,0
CUST-03756,24,37.04,Annual,Debit Card,No,0,6.9,2,0,No,5,South,0
CUST-03757,46,54.61,Monthly,PayPal,No,1,11.9,1,0,No,5,South,1
CUST-03758,40,48.52,Monthly,Debit Card,Yes,2,3.4,2,0,No,4,Northeast,0
CUST-03759,6,50.87,Monthly,Bank Transfer,Yes,1,20.6,2,2,No,4,West,0
CUST-03760,41,22.65,Monthly,Bank Transfer,No,1,6.9,1,1,No,5,Northeast,0
CUST-03761,13,77.39,Annual,Debit Card,Yes,1,22.2,2,0,Yes,3,South,0
CUST-03762,37,38.06,Monthly,Bank Transfer,Yes,1,3.0,2,1,Yes,5,West,0
CUST-03763,42,70.47,Two-Year,Credit Card,Yes,0,13.8,2,1,Yes,5,South,0
CUST-03764,46,40.82,Annual,Credit Card,Yes,1,5.2,3,0,Yes,3,West,1
CUST-03765,30,40.74,Annual,Debit Card,Yes,3,8.0,3,1,No,3,West,0
CUST-03766,30,73.84,Annual,PayPal,Yes,0,11.2,2,0,No,5,West,0
CUST-03767,49,69.89,Monthly,Debit Card,No,2,13.2,3,2,No,3,Northeast,0
CUST-03768,54,55.76,Two-Year,PayPal,Yes,0,10.2,3,1,Yes,2,Northeast,0
CUST-03769,59,65.7,Annual,Bank Transfer,Yes,1,7.8,3,0,No,1,West,0
CUST-03770,25,46.81,Annual,Credit Card,Yes,1,8.7,2,0,Yes,5,South,0
CUST-03771,31,51.85,Monthly,PayPal,Yes,3,29.1,3,1,No,3,Midwest,0
CUST-03772,24,40.09,Monthly,PayPal,Yes,2,14.4,1,1,No,3,South,0
CUST-03773,38,68.27,Annual,Debit Card,Yes,1,4.3,4,0,No,3,West,0
CUST-03774,10,39.52,Monthly,Credit Card,Yes,3,8.6,1,0,Yes,4,South,0
CUST-03775,31,78.73,Annual,Credit Card,Yes,0,10.5,1,0,No,3,West,0
CUST-03776,14,46.31,Monthly,Debit Card,No,2,1.4,1,1,No,2,South,1
CUST-03777,39,52.37,Monthly,PayPal,Yes,1,15.4,3,2,No,4,South,0
CUST-03778,62,65.66,Monthly,Debit Card,Yes,0,4.6,2,1,Yes,4,South,0
CUST-03779,71,52.43,Monthly,Credit Card,No,1,5.5,2,0,Yes,3,South,0
CUST-03780,33,46.64,Monthly,PayPal,No,0,3.7,2,0,No,4,Northeast,0
CUST-03781,5,51.46,Annual,PayPal,No,0,13.9,2,0,Yes,4,Northeast,0
CUST-03782,17,68.09,Monthly,Bank Transfer,Yes,1,11.5,3,3,No,4,West,0
CUST-03783,8,40.07,Two-Year,Debit Card,No,1,14.3,2,1,No,2,Midwest,0
CUST-03784,55,49.73,Annual,PayPal,No,1,17.9,2,2,Yes,3,Midwest,0
CUST-03785,71,52.19,Annual,Debit Card,No,4,9.2,3,1,Yes,5,South,0
CUST-03786,40,67.56,Monthly,PayPal,No,0,6.0,1,1,No,2,South,0
CUST-03787,13,50.2,Annual,Debit Card,Yes,1,9.3,2,0,Yes,5,Northeast,0
CUST-03788,2,84.55,Two-Year,Credit Card,No,1,5.5,1,1,No,4,Northeast,0
CUST-03789,71,49.18,Annual,Bank Transfer,No,1,11.1,2,0,Yes,4,West,0
CUST-03790,23,47.72,Monthly,PayPal,No,2,15.7,3,0,No,3,Northeast,0
CUST-03791,9,48.92,Annual,PayPal,Yes,0,4.8,1,2,Yes,4,South,0
CUST-03792,13,28.3,Monthly,Debit Card,No,0,9.4,1,0,Yes,2,West,0
CUST-03793,19,33.34,Monthly,PayPal,Yes,1,7.7,2,0,No,5,Midwest,0
CUST-03794,48,42.45,Annual,Credit Card,Yes,4,8.0,2,0,Yes,2,Northeast,0
CUST-03795,65,72.44,Annual,Debit Card,Yes,2,13.7,2,0,No,2,South,0
CUST-03796,20,51.4,Monthly,Credit Card,No,2,10.6,1,1,Yes,1,South,1
CUST-03797,50,43.28,Monthly,Credit Card,No,1,6.9,1,0,Yes,5,South,0
CUST-03798,5,74.08,Two-Year,Credit Card,Yes,0,7.5,1,0,No,5,West,0
CUST-03799,1,79.92,Monthly,PayPal,No,1,8.6,2,1,No,3,South,0
CUST-03800,4,74.6,Monthly,Credit Card,No,1,8.3,2,1,No,1,Midwest,1
CUST-03801,67,36.64,Annual,Bank Transfer,Yes,1,8.6,3,1,Yes,5,South,0
CUST-03802,42,43.09,Annual,Bank Transfer,Yes,1,12.5,2,0,No,2,Midwest,0
CUST-03803,58,84.65,Monthly,Credit Card,Yes,0,3.7,1,0,Yes,2,South,0
CUST-03804,2,56.34,Monthly,PayPal,No,0,10.7,1,0,No,3,Midwest,0
CUST-03805,2,47.18,Monthly,Debit Card,Yes,1,11.4,3,3,No,3,Midwest,0
CUST-03806,62,64.93,Monthly,Bank Transfer,Yes,1,21.5,2,1,Yes,5,South,0
CUST-03807,8,70.13,Annual,Debit Card,Yes,0,7.8,3,0,No,4,South,0
CUST-03808,12,41.71,Annual,Debit Card,Yes,0,10.6,2,0,No,3,West,0
CUST-03809,38,55.95,Monthly,Credit Card,Yes,1,13.7,1,0,No,5,Midwest,0
CUST-03810,44,68.68,Monthly,Bank Transfer,No,2,10.5,3,0,Yes,5,Midwest,0
CUST-03811,17,31.11,Monthly,Credit Card,Yes,2,2.1,1,3,Yes,3,West,0
CUST-03812,33,52.22,Monthly,PayPal,No,2,2.3,1,0,No,2,Northeast,1
CUST-03813,49,31.94,Monthly,Credit Card,No,1,7.4,2,0,Yes,2,South,0
CUST-03814,32,34.3,Monthly,PayPal,No,0,8.3,2,1,No,3,Northeast,0
CUST-03815,28,41.86,Annual,Debit Card,Yes,2,9.9,2,0,No,1,Northeast,0
CUST-03816,6,60.59,Monthly,Credit Card,No,1,3.5,2,1,Yes,4,Midwest,0
CUST-03817,33,46.2,Annual,Credit Card,No,2,11.6,2,1,No,2,Northeast,0
CUST-03818,58,40.33,Monthly,Credit Card,Yes,2,3.5,3,2,Yes,5,Northeast,0
CUST-03819,46,52.93,Annual,PayPal,Yes,2,10.4,3,0,No,3,South,0
CUST-03820,65,31.35,Two-Year,PayPal,Yes,2,4.3,2,0,No,4,South,0
CUST-03821,10,59.72,Monthly,Credit Card,No,2,11.2,1,1,No,4,West,0
CUST-03822,1,72.36,Monthly,Debit Card,Yes,1,13.7,2,1,Yes,5,Midwest,0
CUST-03823,40,50.57,Annual,Credit Card,No,0,5.0,3,1,No,4,Midwest,0
CUST-03824,13,48.35,Monthly,PayPal,No,1,10.3,1,0,No,3,South,0
CUST-03825,43,58.72,Monthly,PayPal,No,2,9.1,1,2,No,3,Northeast,0
CUST-03826,66,15.49,Monthly,Bank Transfer,No,3,4.9,3,0,No,1,West,0
CUST-03827,25,61.66,Two-Year,Bank Transfer,No,2,3.4,3,1,No,2,Northeast,0
CUST-03828,40,107.83,Monthly,Debit Card,Yes,2,11.7,4,1,Yes,3,Midwest,0
CUST-03829,50,49.79,Monthly,Credit Card,Yes,1,19.9,2,0,No,4,South,0
CUST-03830,11,49.86,Monthly,Bank Transfer,No,0,6.9,1,2,No,5,South,0
CUST-03831,65,65.38,Annual,Credit Card,Yes,0,2.1,1,1,No,4,South,0
CUST-03832,15,81.62,Monthly,Credit Card,No,2,1.4,2,0,No,5,South,0
CUST-03833,59,69.55,Two-Year,Credit Card,Yes,1,8.6,3,2,Yes,3,Midwest,0
CUST-03834,48,13.2,Annual,PayPal,Yes,5,2.8,2,1,Yes,4,South,0
CUST-03835,11,62.14,Monthly,PayPal,No,2,2.4,2,0,Yes,4,Northeast,1
CUST-03836,53,98.29,Monthly,Bank Transfer,No,1,4.8,3,2,Yes,2,South,0
CUST-03837,15,63.2,Annual,Debit Card,No,1,11.5,1,2,Yes,4,West,0
CUST-03838,44,31.22,Annual,Credit Card,Yes,2,11.0,1,0,Yes,5,South,0
CUST-03839,70,57.07,Monthly,Debit Card,Yes,2,11.9,4,0,No,2,West,0
CUST-03840,69,28.95,Monthly,PayPal,No,0,5.9,2,1,Yes,3,Northeast,0
CUST-03841,63,74.19,Monthly,Credit Card,No,0,6.2,3,0,No,3,Northeast,0
CUST-03842,36,34.79,Monthly,Bank Transfer,Yes,2,14.2,4,1,No,4,West,0
CUST-03843,41,53.34,Monthly,Debit Card,No,2,6.7,3,2,No,1,Northeast,0
CUST-03844,22,36.56,Monthly,PayPal,Yes,1,3.4,2,2,No,4,Northeast,1
CUST-03845,67,42.16,Monthly,PayPal,No,4,5.0,2,1,No,3,West,0
CUST-03846,35,78.75,Annual,Debit Card,Yes,4,12.0,2,3,Yes,3,Northeast,0
CUST-03847,56,53.86,Annual,PayPal,No,0,10.2,3,1,No,3,Midwest,0
CUST-03848,26,41.93,Annual,Debit Card,Yes,0,7.3,1,0,No,3,Northeast,0
CUST-03849,54,31.39,Annual,PayPal,No,2,2.7,2,0,No,4,West,0
CUST-03850,17,18.31,Annual,PayPal,No,0,10.1,3,0,No,3,Midwest,0
CUST-03851,53,29.48,Monthly,PayPal,Yes,1,6.5,1,1,No,5,South,0
CUST-03852,4,54.02,Annual,Credit Card,Yes,1,3.3,2,0,No,4,South,0
CUST-03853,8,69.64,Monthly,Bank Transfer,No,0,11.9,1,1,No,2,South,1
CUST-03854,26,41.91,Monthly,Bank Transfer,No,0,6.7,1,0,No,3,South,0
CUST-03855,35,80.27,Two-Year,PayPal,No,4,8.4,1,1,No,5,West,0
CUST-03856,52,39.08,Two-Year,Bank Transfer,No,2,15.4,2,0,No,2,South,0
CUST-03857,26,47.72,Monthly,Debit Card,Yes,2,9.6,1,0,No,3,Northeast,0
CUST-03858,2,32.57,Annual,Debit Card,No,0,11.4,2,1,No,5,South,0
CUST-03859,24,69.83,Monthly,Debit Card,Yes,1,8.0,1,0,Yes,1,South,0
CUST-03860,32,89.76,Monthly,Credit Card,Yes,2,12.7,1,0,No,5,South,0
CUST-03861,40,20.29,Monthly,Debit Card,No,0,3.9,1,1,No,3,South,0
CUST-03862,47,45.77,Monthly,PayPal,No,3,2.7,2,0,No,3,Northeast,0
CUST-03863,18,74.77,Annual,Credit Card,Yes,0,3.6,1,0,No,5,West,0
CUST-03864,44,25.95,Monthly,Credit Card,Yes,0,6.2,2,1,No,4,Northeast,0
CUST-03865,46,62.2,Monthly,PayPal,No,2,11.4,3,2,No,2,Northeast,1
CUST-03866,56,73.99,Two-Year,PayPal,Yes,0,5.7,3,1,Yes,4,West,0
CUST-03867,38,53.41,Monthly,Bank Transfer,No,0,11.2,2,1,No,5,South,0
CUST-03868,59,61.9,Monthly,Credit Card,Yes,1,8.6,2,0,No,4,South,0
CUST-03869,16,83.7,Monthly,Bank Transfer,Yes,1,21.8,2,0,No,4,South,0
CUST-03870,52,87.07,Monthly,Credit Card,Yes,1,8.8,2,1,Yes,2,South,0
CUST-03871,4,50.88,Monthly,Credit Card,No,1,5.4,1,1,Yes,1,South,1
CUST-03872,8,42.42,Annual,PayPal,No,1,10.6,4,0,No,3,West,0
CUST-03873,63,35.44,Two-Year,Debit Card,Yes,3,8.3,3,0,No,5,West,0
CUST-03874,35,69.59,Monthly,PayPal,Yes,1,3.9,2,1,No,2,South,1
CUST-03875,45,27.31,Monthly,Credit Card,Yes,0,7.2,2,1,No,5,Northeast,0
CUST-03876,44,47.45,Monthly,Credit Card,No,0,7.1,2,0,No,3,South,0
CUST-03877,51,53.85,Annual,Debit Card,No,0,7.4,1,0,Yes,4,Northeast,0
CUST-03878,18,42.95,Monthly,Credit Card,No,5,4.0,1,1,No,4,South,0
CUST-03879,13,57.04,Monthly,Credit Card,No,1,20.0,1,0,No,2,South,0
CUST-03880,4,98.16,Two-Year,Credit Card,Yes,2,2.9,3,0,No,2,South,0
CUST-03881,63,49.81,Annual,Debit Card,No,3,15.6,2,1,No,3,Northeast,0
CUST-03882,17,44.16,Monthly,PayPal,Yes,1,7.8,2,0,No,4,South,1
CUST-03883,42,70.28,Monthly,Credit Card,Yes,1,4.5,1,1,No,3,Midwest,0
CUST-03884,33,56.31,Monthly,PayPal,Yes,0,18.3,3,0,No,2,Midwest,0
CUST-03885,12,77.91,Two-Year,PayPal,No,1,1.0,3,2,No,3,West,0
CUST-03886,30,54.96,Monthly,Debit Card,No,2,4.5,3,1,No,5,Northeast,0
CUST-03887,6,47.53,Monthly,Debit Card,Yes,2,6.9,2,1,No,4,Northeast,0
CUST-03888,13,19.89,Annual,PayPal,No,1,4.9,2,1,No,5,South,0
CUST-03889,11,22.84,Monthly,Bank Transfer,No,0,7.4,2,0,No,3,South,0
CUST-03890,60,18.96,Monthly,Credit Card,No,2,10.9,1,1,No,3,Northeast,0
CUST-03891,41,58.83,Annual,PayPal,Yes,0,3.4,1,1,No,3,South,1
CUST-03892,67,27.48,Monthly,Credit Card,No,3,9.0,2,1,Yes,1,Northeast,1
CUST-03893,32,74.6,Two-Year,Debit Card,No,1,11.5,2,0,Yes,3,South,0
CUST-03894,15,52.54,Annual,Debit Card,No,3,3.7,2,1,Yes,3,South,0
CUST-03895,44,47.6,Monthly,Credit Card,Yes,0,8.6,1,0,No,4,Midwest,0
CUST-03896,67,36.81,Annual,Credit Card,No,2,7.1,2,1,No,2,Midwest,0
CUST-03897,39,63.2,Annual,Credit Card,No,1,4.2,2,3,Yes,5,South,0
CUST-03898,2,37.52,Annual,Credit Card,No,1,4.4,2,0,No,5,Midwest,1
CUST-03899,22,34.26,Annual,PayPal,No,1,4.4,3,1,No,4,Northeast,0
CUST-03900,67,73.39,Monthly,Credit Card,Yes,1,5.9,1,0,No,3,Midwest,0
CUST-03901,38,58.38,Monthly,PayPal,No,2,5.9,2,1,No,4,Midwest,1
CUST-03902,69,47.77,Annual,Bank Transfer,Yes,4,15.9,2,0,No,2,Northeast,0
CUST-03903,37,63.55,Monthly,Credit Card,Yes,1,9.4,2,2,No,4,Northeast,0
CUST-03904,1,52.16,Monthly,Credit Card,Yes,0,9.6,3,0,No,3,Northeast,0
CUST-03905,63,58.89,Monthly,Debit Card,Yes,1,8.4,2,0,No,5,Midwest,0
CUST-03906,55,37.3,Monthly,Bank Transfer,Yes,1,8.8,3,0,Yes,4,South,0
CUST-03907,52,89.27,Annual,Debit Card,Yes,2,9.9,1,1,Yes,4,West,0
CUST-03908,70,41.57,Annual,Credit Card,Yes,1,3.8,3,1,Yes,5,Midwest,0
CUST-03909,15,80.01,Annual,Bank Transfer,No,0,7.3,3,0,Yes,5,Northeast,0
CUST-03910,66,48.6,Monthly,Debit Card,Yes,1,4.5,1,0,No,3,South,0
CUST-03911,17,66.53,Monthly,Debit Card,Yes,0,13.1,2,0,No,4,Northeast,0
CUST-03912,70,65.22,Annual,Bank Transfer,Yes,1,5.6,2,0,No,5,Midwest,0
CUST-03913,14,72.64,Monthly,Bank Transfer,Yes,3,10.0,4,0,No,3,West,0
CUST-03914,40,36.87,Annual,Debit Card,Yes,2,11.0,1,0,No,2,Midwest,0
CUST-03915,57,71.36,Annual,Credit Card,No,3,9.1,2,0,No,5,South,0
CUST-03916,6,85.24,Monthly,Debit Card,Yes,3,8.5,2,1,No,5,Northeast,1
CUST-03917,5,47.34,Monthly,Credit Card,Yes,0,7.8,1,0,No,2,West,1
CUST-03918,62,52.62,Annual,Debit Card,Yes,3,11.3,3,0,No,3,Northeast,0
CUST-03919,5,42.58,Monthly,Credit Card,Yes,0,4.7,2,0,No,3,Midwest,0
CUST-03920,45,45.76,Annual,PayPal,No,3,9.5,2,1,No,5,South,0
CUST-03921,68,82.81,Annual,PayPal,No,1,2.3,4,1,No,5,South,0
CUST-03922,45,33.92,Monthly,Bank Transfer,Yes,0,5.4,3,0,No,3,Northeast,0
CUST-03923,35,35.04,Annual,Bank Transfer,Yes,1,5.8,3,1,No,5,Northeast,0
CUST-03924,31,81.0,Monthly,Credit Card,No,1,3.1,1,0,No,1,Northeast,1
CUST-03925,46,63.24,Monthly,Credit Card,Yes,1,8.6,3,1,Yes,3,South,0
CUST-03926,42,90.17,Two-Year,Debit Card,Yes,1,4.9,1,0,No,2,South,0
CUST-03927,37,43.89,Annual,Credit Card,No,3,14.5,2,1,No,5,South,0
CUST-03928,12,54.27,Annual,Credit Card,No,1,6.7,4,1,No,2,Northeast,1
CUST-03929,48,40.11,Annual,PayPal,Yes,1,10.9,1,0,Yes,5,West,0
CUST-03930,54,54.58,Monthly,Debit Card,No,2,13.2,1,0,No,5,Northeast,0
CUST-03931,52,20.07,Monthly,Credit Card,Yes,2,10.1,3,1,Yes,5,West,0
CUST-03932,6,64.33,Monthly,Debit Card,Yes,2,6.2,1,2,No,4,South,1
CUST-03933,51,57.82,Monthly,Bank Transfer,No,0,7.8,1,1,No,4,South,0
CUST-03934,53,50.96,Monthly,PayPal,No,1,3.1,1,1,No,2,Midwest,0
CUST-03935,14,44.97,Monthly,Credit Card,No,1,11.0,2,2,No,2,Midwest,0
CUST-03936,62,35.89,Annual,Debit Card,No,6,22.2,2,1,Yes,4,South,0
CUST-03937,38,65.1,Monthly,Bank Transfer,No,1,12.6,2,3,No,3,South,0
CUST-03938,35,30.92,Annual,Credit Card,No,0,6.0,3,0,No,4,South,0
CUST-03939,53,61.21,Annual,PayPal,Yes,1,6.4,3,1,Yes,2,Northeast,0
CUST-03940,37,89.34,Two-Year,PayPal,Yes,1,12.9,2,1,No,4,Northeast,0
CUST-03941,40,78.74,Monthly,PayPal,No,1,1.7,1,0,Yes,1,Midwest,1
CUST-03942,23,24.91,Two-Year,Credit Card,Yes,1,3.4,3,1,No,2,Midwest,0
CUST-03943,67,42.34,Annual,Bank Transfer,No,1,5.1,1,2,Yes,2,South,1
CUST-03944,70,59.59,Monthly,Debit Card,Yes,0,5.4,4,0,No,2,West,0
CUST-03945,10,50.73,Monthly,Credit Card,Yes,2,2.2,1,1,No,4,West,0
CUST-03946,53,26.81,Monthly,Credit Card,No,5,9.8,3,1,No,1,South,1
CUST-03947,2,58.94,Annual,Debit Card,No,0,6.1,3,0,No,4,West,0
CUST-03948,27,51.82,Monthly,Credit Card,Yes,0,6.1,1,0,No,4,South,0
CUST-03949,70,86.46,Monthly,PayPal,Yes,2,8.3,1,0,No,2,South,0
CUST-03950,13,47.44,Annual,Bank Transfer,No,2,2.8,1,2,No,4,Northeast,0
CUST-03951,28,73.02,Monthly,Credit Card,No,0,7.4,1,0,Yes,2,Northeast,0
CUST-03952,16,29.19,Monthly,PayPal,Yes,1,2.7,2,1,Yes,3,West,0
